MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
Mar2013,Northern region,   1 - 4 weeks,  15-19,1.8,0.0,0.0
Mar2013,Northern region,   1 - 4 weeks,  20-24,2.1,1.5,0.0
Mar2013,Northern region,   1 - 4 weeks,  25-44,3.2,2.0,0.0
Mar2013,Northern region,   1 - 4 weeks,  45-54,0.0,0.0,0.0
Mar2013,Northern region,   1 - 4 weeks,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   5 - 13 weeks,"Total, 15 years and over",9.7,6.7,2.9
Mar2013,Northern region,   5 - 13 weeks, 15-64 years,9.3,6.4,2.9
Mar2013,Northern region,   5 - 13 weeks,  15-19,0.0,0.0,0.0
Mar2013,Northern region,   5 - 13 weeks,  20-24,2.2,1.8,0.0
Mar2013,Northern region,   5 - 13 weeks,  25-44,3.4,1.8,1.5
Mar2013,Northern region,   5 - 13 weeks,  45-54,1.9,1.8,0.0
Mar2013,Northern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,"Total, 15 years and over",5.4,3.5,2.0
Mar2013,Northern region,   14 - 25 weeks, 15-64 years,5.0,3.3,1.7
Mar2013,Northern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,  25-44,1.6,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,  45-54,1.5,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Mar2013,Northern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  25-44,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,"Total, 15 years and over",5.1,2.3,2.8
Mar2013,Northern region,   27 weeks or more, 15-64 years,4.9,2.1,2.8
Mar2013,Northern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,  20-24,0.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,  25-44,2.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,  45-54,0.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,"Total, 15 years and over",1.9,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks, 15-64 years,1.8,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2013,Northern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,"Total, 15 years and over",1.5,0.0,0.0
Mar2013,Northern region,      52 weeks, 15-64 years,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  15-19,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  25-44,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  45-54,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2013,Northern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,"Total, 15 years and over",1.7,0.0,0.0
Mar2013,Northern region,      53 weeks or more, 15-64 years,1.7,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  25-44,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  45-54,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  55-64,0.0,0.0,0.0
Mar2013,Northern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,"Total, 15 years and over",1.5,0.0,0.0
Mar2013,Northern region,   Duration unknown, 15-64 years,1.5,0.0,0.0
Mar2013,Northern region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,  25-44,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2013,Northern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,Average weeks unemployed (no top-code),"Total, 15 years and over",17.6,15.4,21.3
Mar2013,Northern region,Average weeks unemployed (no top-code), 15-64 years,17.5,15.3,21.2
Mar2013,Northern region,Average weeks unemployed (no top-code),  15-19,11.0,6.8,14.8
Mar2013,Northern region,Average weeks unemployed (no top-code),  20-24,13.6,11.0,21.2
Mar2013,Northern region,Average weeks unemployed (no top-code),  25-44,19.4,16.3,23.2
Mar2013,Northern region,Average weeks unemployed (no top-code),  45-54,22.3,21.7,23.7
Mar2013,Northern region,Average weeks unemployed (no top-code),  55-64,17.4,15.9,19.8
Mar2013,Northern region,Average weeks unemployed (no top-code),  65 years and over,19.8,17.4,24.5
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",16.9,14.6,20.4
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,16.7,14.5,20.3
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  15-19,11.0,6.8,14.8
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  20-24,13.5,11.0,21.2
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  25-44,18.2,15.6,21.4
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  45-54,21.2,20.4,23.0
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  55-64,16.1,14.0,19.5
Mar2013,Northern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,19.7,17.4,24.0
Jun2013,"Total, Ontario regions",Total unemployed,"Total, 15 years and over",565.1,305.0,260.1
Jun2013,"Total, Ontario regions",Total unemployed, 15-64 years,556.5,298.6,257.9
Jun2013,"Total, Ontario regions",Total unemployed,  15-19,101.4,54.0,47.4
Jun2013,"Total, Ontario regions",Total unemployed,  20-24,96.5,49.3,47.2
Jun2013,"Total, Ontario regions",Total unemployed,  25-44,198.2,107.5,90.7
Jun2013,"Total, Ontario regions",Total unemployed,  45-54,98.0,51.8,46.2
Jun2013,"Total, Ontario regions",Total unemployed,  55-64,62.4,36.0,26.5
Jun2013,"Total, Ontario regions",Total unemployed,  65 years and over,8.6,6.4,2.2
Jun2013,"Total, Ontario regions",   1 - 4 weeks,"Total, 15 years and over",178.3,86.3,92.0
Jun2013,"Total, Ontario regions",   1 - 4 weeks, 15-64 years,176.6,84.8,91.8
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  15-19,44.6,21.6,23.0
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  20-24,42.1,19.2,22.9
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  25-44,54.2,26.7,27.5
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  45-54,22.1,9.8,12.3
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  55-64,13.6,7.5,6.1
Jun2013,"Total, Ontario regions",   1 - 4 weeks,  65 years and over,1.8,1.5,0.0
Jun2013,"Total, Ontario regions",   5 - 13 weeks,"Total, 15 years and over",133.0,68.7,64.3
Jun2013,"Total, Ontario regions",   5 - 13 weeks, 15-64 years,131.1,67.4,63.7
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  15-19,30.6,17.2,13.4
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  20-24,25.4,12.2,13.2
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  25-44,42.8,19.3,23.4
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  45-54,17.8,10.2,7.6
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  55-64,14.5,8.4,6.1
Jun2013,"Total, Ontario regions",   5 - 13 weeks,  65 years and over,1.9,0.0,0.0
Jun2013,"Total, Ontario regions",   14 - 25 weeks,"Total, 15 years and over",86.4,53.7,32.7
Jun2013,"Total, Ontario regions",   14 - 25 weeks, 15-64 years,84.8,52.3,32.6
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  15-19,8.2,4.6,3.6
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  20-24,12.3,8.3,4.0
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  25-44,33.6,21.4,12.3
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  45-54,20.1,12.7,7.4
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  55-64,10.6,5.3,5.3
Jun2013,"Total, Ontario regions",   14 - 25 weeks,  65 years and over,1.6,0.0,0.0
Jun2013,"Total, Ontario regions",   26 weeks ,"Total, 15 years and over",7.6,3.3,4.4
Jun2013,"Total, Ontario regions",   26 weeks , 15-64 years,7.3,3.1,4.2
Jun2013,"Total, Ontario regions",   26 weeks ,  15-19,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",   26 weeks ,  20-24,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",   26 weeks ,  25-44,3.9,0.0,3.0
Jun2013,"Total, Ontario regions",   26 weeks ,  45-54,1.8,0.0,0.0
Jun2013,"Total, Ontario regions",   26 weeks ,  55-64,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",   26 weeks ,  65 years and over,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",   27 weeks or more,"Total, 15 years and over",136.7,79.0,57.6
Jun2013,"Total, Ontario regions",   27 weeks or more, 15-64 years,133.6,77.0,56.6
Jun2013,"Total, Ontario regions",   27 weeks or more,  15-19,11.3,6.4,4.9
Jun2013,"Total, Ontario regions",   27 weeks or more,  20-24,10.0,6.5,3.5
Jun2013,"Total, Ontario regions",   27 weeks or more,  25-44,57.5,35.3,22.2
Jun2013,"Total, Ontario regions",   27 weeks or more,  45-54,33.6,15.8,17.8
Jun2013,"Total, Ontario regions",   27 weeks or more,  55-64,21.1,13.0,8.2
Jun2013,"Total, Ontario regions",   27 weeks or more,  65 years and over,3.1,2.1,0.0
Jun2013,"Total, Ontario regions",      27 - 51 weeks,"Total, 15 years and over",53.7,30.0,23.7
Jun2013,"Total, Ontario regions",      27 - 51 weeks, 15-64 years,52.4,29.4,23.0
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  15-19,3.5,1.7,1.8
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  20-24,5.1,3.5,1.5
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  25-44,22.7,13.0,9.8
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  45-54,13.7,6.7,7.0
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  55-64,7.5,4.4,3.0
Jun2013,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",32.6,17.7,14.8
Jun2013,"Total, Ontario regions",      52 weeks, 15-64 years,31.4,16.9,14.6
Jun2013,"Total, Ontario regions",      52 weeks,  15-19,4.9,2.6,2.3
Jun2013,"Total, Ontario regions",      52 weeks,  20-24,2.6,1.7,0.0
Jun2013,"Total, Ontario regions",      52 weeks,  25-44,12.4,7.6,4.8
Jun2013,"Total, Ontario regions",      52 weeks,  45-54,7.1,3.0,4.1
Jun2013,"Total, Ontario regions",      52 weeks,  55-64,4.4,2.0,2.4
Jun2013,"Total, Ontario regions",      52 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",50.4,31.2,19.1
Jun2013,"Total, Ontario regions",      53 weeks or more, 15-64 years,49.7,30.7,19.0
Jun2013,"Total, Ontario regions",      53 weeks or more,  15-19,3.0,2.1,0.0
Jun2013,"Total, Ontario regions",      53 weeks or more,  20-24,2.4,0.0,0.0
Jun2013,"Total, Ontario regions",      53 weeks or more,  25-44,22.3,14.7,7.6
Jun2013,"Total, Ontario regions",      53 weeks or more,  45-54,12.8,6.1,6.7
Jun2013,"Total, Ontario regions",      53 weeks or more,  55-64,9.3,6.5,2.8
Jun2013,"Total, Ontario regions",      53 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",23.0,14.0,9.0
Jun2013,"Total, Ontario regions",   Duration unknown, 15-64 years,23.0,14.0,9.0
Jun2013,"Total, Ontario regions",   Duration unknown,  15-19,5.4,3.3,2.0
Jun2013,"Total, Ontario regions",   Duration unknown,  20-24,6.4,3.0,3.4
Jun2013,"Total, Ontario regions",   Duration unknown,  25-44,6.3,3.9,2.4
Jun2013,"Total, Ontario regions",   Duration unknown,  45-54,2.6,2.2,0.0
Jun2013,"Total, Ontario regions",   Duration unknown,  55-64,2.4,1.6,0.0
Jun2013,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",22.7,24.8,20.3
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,22.5,24.5,20.2
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,12.6,14.3,10.8
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,12.1,13.9,10.3
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,25.4,28.3,22.0
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,29.3,29.6,28.9
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,34.1,35.3,32.3
Jun2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,34.1,35.8,29.0
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",20.7,22.4,18.8
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,20.6,22.3,18.7
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,12.3,13.8,10.7
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,12.0,13.6,10.2
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,23.5,25.9,20.6
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,27.0,26.5,27.6
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,27.8,30.1,24.6
Jun2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,27.5,27.0,28.9
Jun2013,Eastern region,Total unemployed,"Total, 15 years and over",78.5,45.8,32.7
Jun2013,Eastern region,Total unemployed, 15-64 years,76.3,44.2,32.1
Jun2013,Eastern region,Total unemployed,  15-19,18.3,10.7,7.6
Jun2013,Eastern region,Total unemployed,  20-24,13.8,6.7,7.0
Jun2013,Eastern region,Total unemployed,  25-44,20.7,12.5,8.2
Jun2013,Eastern region,Total unemployed,  45-54,14.7,9.7,5.0
Jun2013,Eastern region,Total unemployed,  55-64,8.9,4.5,4.3
Jun2013,Eastern region,Total unemployed,  65 years and over,2.2,1.6,0.0
Jun2013,Eastern region,   1 - 4 weeks,"Total, 15 years and over",26.3,15.4,10.8
Jun2013,Eastern region,   1 - 4 weeks, 15-64 years,25.4,14.7,10.8
Jun2013,Eastern region,   1 - 4 weeks,  15-19,7.2,3.8,3.4
Jun2013,Eastern region,   1 - 4 weeks,  20-24,6.0,3.5,2.5
Jun2013,Eastern region,   1 - 4 weeks,  25-44,7.1,4.4,2.8
Jun2013,Eastern region,   1 - 4 weeks,  45-54,2.9,2.1,0.0
Jun2013,Eastern region,   1 - 4 weeks,  55-64,2.1,0.0,0.0
Jun2013,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,   5 - 13 weeks,"Total, 15 years and over",19.8,11.1,8.8
Jun2013,Eastern region,   5 - 13 weeks, 15-64 years,19.4,10.9,8.5
Jun2013,Eastern region,   5 - 13 weeks,  15-19,6.5,4.0,2.6
Jun2013,Eastern region,   5 - 13 weeks,  20-24,3.6,0.0,2.2
Jun2013,Eastern region,   5 - 13 weeks,  25-44,4.2,2.5,1.7
Jun2013,Eastern region,   5 - 13 weeks,  45-54,3.3,2.0,0.0
Jun2013,Eastern region,   5 - 13 weeks,  55-64,1.7,0.0,0.0
Jun2013,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,   14 - 25 weeks,"Total, 15 years and over",13.3,8.3,5.0
Jun2013,Eastern region,   14 - 25 weeks, 15-64 years,12.7,7.9,4.9
Jun2013,Eastern region,   14 - 25 weeks,  15-19,1.6,0.0,0.0
Jun2013,Eastern region,   14 - 25 weeks,  20-24,2.2,0.0,0.0
Jun2013,Eastern region,   14 - 25 weeks,  25-44,4.3,2.3,2.0
Jun2013,Eastern region,   14 - 25 weeks,  45-54,2.6,1.8,0.0
Jun2013,Eastern region,   14 - 25 weeks,  55-64,2.1,0.0,0.0
Jun2013,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
Jun2013,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,   27 weeks or more,"Total, 15 years and over",15.1,8.9,6.1
Jun2013,Eastern region,   27 weeks or more, 15-64 years,14.8,8.7,6.1
Jun2013,Eastern region,   27 weeks or more,  15-19,2.1,0.0,0.0
Jun2013,Eastern region,   27 weeks or more,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,   27 weeks or more,  25-44,4.2,3.0,0.0
Jun2013,Eastern region,   27 weeks or more,  45-54,4.9,2.9,2.0
Jun2013,Eastern region,   27 weeks or more,  55-64,2.8,0.0,1.6
Jun2013,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,"Total, 15 years and over",4.0,1.9,2.1
Jun2013,Eastern region,      27 - 51 weeks, 15-64 years,3.9,1.9,2.1
Jun2013,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,  45-54,1.6,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Jun2013,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,"Total, 15 years and over",4.3,2.0,2.3
Jun2013,Eastern region,      52 weeks, 15-64 years,4.2,1.9,2.3
Jun2013,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,  25-44,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
Jun2013,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,      53 weeks or more,"Total, 15 years and over",6.7,5.0,1.8
Jun2013,Eastern region,      53 weeks or more, 15-64 years,6.7,4.9,1.8
Jun2013,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Jun2013,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,      53 weeks or more,  25-44,1.9,1.8,0.0
Jun2013,Eastern region,      53 weeks or more,  45-54,2.3,1.6,0.0
Jun2013,Eastern region,      53 weeks or more,  55-64,1.5,0.0,0.0
Jun2013,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,"Total, 15 years and over",3.5,1.9,1.6
Jun2013,Eastern region,   Duration unknown, 15-64 years,3.5,1.9,1.6
Jun2013,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
Jun2013,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Jun2013,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",21.8,23.7,19.1
Jun2013,Eastern region,Average weeks unemployed (no top-code), 15-64 years,22.0,24.1,19.2
Jun2013,Eastern region,Average weeks unemployed (no top-code),  15-19,15.0,16.7,12.4
Jun2013,Eastern region,Average weeks unemployed (no top-code),  20-24,10.2,8.4,11.8
Jun2013,Eastern region,Average weeks unemployed (no top-code),  25-44,22.8,25.9,17.5
Jun2013,Eastern region,Average weeks unemployed (no top-code),  45-54,33.4,34.5,31.3
Jun2013,Eastern region,Average weeks unemployed (no top-code),  55-64,33.6,36.2,30.8
Jun2013,Eastern region,Average weeks unemployed (no top-code),  65 years and over,15.0,14.8,15.2
Jun2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",19.5,20.5,18.2
Jun2013,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,19.7,20.7,18.3
